"CodeClass","Target_name_display_name","Accession","P610_P614_001_Islets","P610_P614_002_Islets","P610_P614_003_Islets","P610_P614_004_Islets","P610_P614_005_Islets","P610_P614_006_Islets","P610_P614_007_Islets","P610_P614_008_Islets","P610_P614_009_Islets","P610_P614_010_Islets","P610_P614_011_Islets","P610_P614_012_Islets","P610_P614_013_Islets","P610_P614_014_Islets","P610_P614_015_Islets","P610_P614_016_Islets","P610_P614_017_Islets","P610_P614_018_Islets","P609_P611_001_Islets","P609_P611_002_Islets","P609_P611_003_Islets","P609_P611_004_Islets","P609_P611_005_Islets","P609_P611_006_Islets","P609_P611_007_Islets","P609_P611_008_Islets","P609_P611_009_Islets","P609_P611_010_Islets","P609_P611_011_Islets","P609_P611_012_Islets","P609_P611_013_Islets","P609_P611_014_Islets","P609_P611_015_Islets","P609_P611_016_Islets","P609_P611_017_Islets","P609_P611_018_Islets","P609_P611_019_Islets","P609_P611_020_Islets","P609_P611_021_Islets","P609_P611_022_Islets","P609_P611_023_Islets","P609_P611_024_Islets","P609_P611_025_Islets","P609_P611_026_Islets","P609_P611_027_Islets","P609_P611_028_Islets","P609_P611_029_Islets","P609_P611_030_Islets","P609_P611_031_Islets","P609_P611_032_Islets","P609_P611_033_Islets","P609_P611_034_Islets","P609_P611_035_Islets","P609_P611_036_Islets","P609_P611_037_Islets","P609_P611_038_Islets","P608_P612_001_Islets","P608_P612_002_Islets","P608_P612_003_Islets","P608_P612_004_Islets","P608_P612_005_Islets","P608_P612_006_Islets","P608_P612_007_Islets","P608_P612_008_Islets","P608_P612_009_Islets","P608_P612_010_Islets","P608_P612_011_Islets","P608_P612_012_Islets","P608_P612_013_Islets","P608_P612_014_Full_ROI","P608_P612_015_Islets","P608_P612_016_Islets","P608_P612_017_Islets","P608_P612_018_Full_ROI","P608_P612_019_Full_ROI","P608_P612_020_Full_ROI","P608_P612_021_Islets","P608_P612_022_Islets","P608_P612_023_Islets","P608_P612_024_Full_ROI","P608_P612_025_Islets","P608_P612_026_Islets","P608_P612_027_Islets","P608_P612_028_Islets","P608_P612_029_Islets","P608_P612_030_Islets","P608_P612_031_Islets","P608_P612_032_Islets","P608_P612_033_Islets"
"Endogenous","CTLA4","CTLA4",93.44561849,35.15775745,28.68132845,82.34316877,169.3123583,48.11061546,158.2099085,75.86673977,98.99684335,53.66184032,261.8327726,35.15775745,53.68657023,21.27203726,32.41453297,36.46634959,16.20726649,27.34976219,57.25686965,59.19778049,109.6614622,133.9228477,39.78867213,106.750096,57.25686965,154.3024114,127.1296597,61.17462182,276.2416517,58.30706142,161.5392357,24.85219011,94.62949313,91.76193273,21.98462972,12.42609506,4.77926733,52.57194063,35.36657824,316.2958405,134.9797536,175.2722174,87.63610868,96.70191303,51.3728913,111.8115869,82.59955071,33.2412826,145.0528695,54.39482608,17.1242971,10.97570763,16.46356145,11.89034994,12.80499224,13.71963454,90.15291983,68.88088257,40.51816621,44.56998284,39.50521206,24.31089973,26.621818,13.88964417,3.472411043,12.73217382,4.629881391,4.629881391,1.157470348,27.77928834,10.41723313,37.03905113,17.36205522,53.24363599,43.14368301,34.29369676,11.06248282,45.35617958,65.26864866,45.35617958,76.33113149,27.65620706,16.59372424,39.82493817,12.16873111,11.06248282,30.08411795,33.96593963,10.6750096
"Control","Histone H3","Histone H3",6848.081303,4153.701461,3518.467345,4809.323159,4152.628431,3340.344265,6148.465351,5084.018993,7403.911155,2024.808746,5414.512419,952.8511748,941.6338028,421.8602767,624.9781877,2058.261498,526.023308,493.7327683,3362.62641,2640.739684,4228.890481,4269.86243,1754.965161,3387.989998,2449.537254,3415.30463,2454.414867,2267.943122,3508.748506,1337.578622,1986.246765,1453.514878,2026.489102,2051.401025,988.8117036,938.987858,543.2715464,3660.136345,1431.477408,1836.510615,2484.925552,2405.120637,2928.840394,1977.166778,2161.715645,2930.835516,1877.410634,732.2100984,2366.21574,2282.420579,688.3173949,665.4857502,458.2511525,546.7879994,367.7684409,240.3142987,3832.157921,3918.613237,1931.1826,1905.141842,1893.683909,1450.991026,1953.605004,525.5622159,309.6747063,585.7275874,283.1311601,154.8373532,203.5005213,391.9596997,251.2789046,780.3802599,650.3168833,3564.798262,1791.534686,883.1831275,1121.139203,2042.074977,2501.970855,1565.018806,3906.826918,1570.738904,1911.656744,1510.105866,1052.498028,560.5696016,1684.727534,1414.507773,543.3660894
"Negative","Rb IgG","Rb IgG",10.50439474,5.25219737,3.151318422,7.353076318,1,1.050439474,12.60527369,3.151318422,10.50439474,4.201757896,7.353076318,1.050439474,3.072571447,1,1.024190482,4.096761929,1,1.024190482,5.830533736,17.49160121,2.915266868,8.745800605,3.887022491,9.717556227,4.858778114,4.858778114,1.943511245,3.035646981,3.035646981,2.023764654,3.035646981,5.059411635,2.023764654,9.106940943,2.023764654,2.023764654,2.023764654,3.035646981,4.047529308,9.62696939,1.925393878,4.813484695,2.888090817,5.776181634,7.701575512,5.776181634,2.888090817,0.962696939,3.850787756,5.776181634,0.962696939,0.993965702,1.987931404,1,0.993965702,1,2.048380965,7.169333377,3.072571447,6.145142894,1,1,6.799470154,0.971352879,1,1.942705758,1.942705758,1,1,1.942705758,0.971352879,1.942705758,0.971352879,3.885411516,5.137691032,1.027538206,2.055076413,6.165229238,1.027538206,6.165229238,7.192767445,3.082614619,1.027538206,4.110152826,1.027538206,1.027538206,2.915266868,5.830533736,2.915266868
"Endogenous","BatF3","BatF3",94.5230936,53.34471619,43.05012184,105.7535602,71.12628825,50.53709955,146.9319376,126.3427489,129.1503655,71.12628825,122.59926,34.62727191,33.57091532,17.29410789,32.55361486,63.07262879,16.27680743,33.57091532,133.4634483,109.8415991,96.84958197,109.8415991,53.14916084,87.40084227,93.30630458,111.0226915,95.66848951,78.0210452,94.02536216,34.00917355,110.0296791,45.01214146,33.00890374,85.02293387,35.00944336,59.0159188,20.0053962,147.0396621,44.01187165,138.2311622,82.73690001,103.9256183,71.63804757,80.71892684,91.81777928,101.9076451,69.6200744,42.37743659,71.63804757,54.48527562,33.29655732,8.457857962,21.6145259,20.67476391,13.15666794,11.27714395,67.14183064,51.88232368,22.38061021,43.74391996,40.69201857,34.58821579,68.176991,26.06767303,10.02602809,20.05205618,13.03383651,12.03123371,18.04685056,27.07027584,18.04685056,32.08328988,15.03904213,89.23164998,26.74770544,17.1949535,34.38990699,39.16628296,40.12155816,60.18233723,71.64563956,43.94265893,63.04816282,32.4793566,39.16628296,9.552751942,63.77899301,47.24369852,22.4407568
"Endogenous","CD34","CD34",914.0197574,226.2756229,124.841723,435.8313721,412.4235491,492.6789424,280.8938767,201.7531416,406.8502579,160.5107867,305.416358,43.47167139,58.13845099,33.35812762,40.9828425,188.7116934,20.01487657,11.43707233,454.2112891,331.2370536,244.9567433,263.7995697,718.0108588,805.2828969,215.2049121,201.3207242,172.5606208,106.3725511,113.2038159,1025.665607,249.8291108,46.84295828,129.7940302,211.7692072,30.25274389,74.16801728,9.758949642,309.3587037,72.21622735,801.9878239,127.9877608,149.6631074,200.2389161,206.4318723,170.3062946,272.4900714,444.8606848,117.6661672,683.2894973,223.9785814,82.57274892,40.93689553,23.80052065,20.94445818,21.896479,158.987478,248.7563231,172.5091742,27.63959145,299.2700592,188.7116934,319.2849358,97.45870864,40.77354137,15.9116259,47.7348777,18.89505576,8.950289569,11.93371943,15.9116259,22.87296223,119.3371943,70.60783993,112.3758579,44.30270271,25.17199017,18.12383293,42.28894349,55.37837838,160.0938575,126.8668305,26.17886978,59.40589681,46.31646192,60.41277642,33.22702703,37.68565281,34.71046969,10.90900476
"Endogenous","CD28","CD28",4.630888835,15.74502204,12.96648874,12.04031097,15.74502204,9.261777671,24.08062194,12.96648874,33.34239962,12.04031097,2.778533301,2.778533301,1,1,1.963626758,1.963626758,0.981813379,1.963626758,5.149715691,5.149715691,11.32937452,7.209601967,45.31749808,20.59886276,5.149715691,4.119772552,5.149715691,2.11184608,1,10.5592304,2.11184608,1.05592304,2.11184608,1.05592304,3.16776912,1.05592304,3.16776912,4.223692161,1,11.94680498,0.995567082,4.977835408,2.986701245,1.991134163,3.982268326,0.995567082,0.995567082,0.995567082,9.955670815,20.90690871,2.986701245,1.045390856,1,1,2.090781711,1,2.945440137,9.81813379,7.854507032,3.927253516,1.963626758,2.945440137,6.248507433,1.785287838,1,1.785287838,0.892643919,1,1.785287838,0.892643919,1,0.892643919,0.892643919,3.570575676,1.11488517,2.229770341,1.11488517,4.459540682,3.344655511,6.689311023,4.459540682,1,1,1.11488517,1.11488517,1.11488517,3.089829414,3.089829414,1.029943138
"Endogenous","CD14","CD14",96.2267999,113.629519,93.15573182,97.25048927,140.2454424,62.445051,169.9324339,99.29786799,173.003502,78.82408077,101.3452467,20.47378721,19.10413254,5.210217967,19.10413254,60.78587628,13.02554492,17.36739322,123.8212619,98.36268472,70.58969138,79.84735583,108.7775572,138.8649667,76.37573166,102.9915169,65.96085916,57.9265535,65.57723038,65.57723038,75.41381493,32.78861519,40.43929207,107.1094763,13.11544608,37.16043055,14.20839991,84.15744565,25.13793831,147.2061478,52.90220938,59.80249756,43.70182514,54.05225741,52.90220938,85.10355422,66.70278574,27.60115272,83.95350619,66.70278574,17.25072045,17.76009105,13.81340415,15.7867476,8.880045527,20.72010623,70.33794255,51.23381001,14.76228424,57.31239763,47.76033136,26.9194595,51.44658721,21.79940136,6.103832381,16.56754503,9.591736599,5.231856327,7.84778449,8.719760545,8.719760545,22.67137742,10.46371265,54.93449143,30.24890913,19.85084662,18.90556821,27.4130739,43.48280688,38.75641483,61.44309668,33.08474436,34.03002277,39.70169324,27.4130739,6.616948873,46.28832222,32.40182555,8.100456388
"Endogenous","CD31","CD31",178.8655566,77.68908013,58.7184908,56.911768,142.7311007,41.55462426,109.306729,111.1134518,102.9831992,89.43277829,157.1848831,25.29411911,28.12057608,6.78772526,25.21155097,66.90757756,9.696750372,8.727075335,130.1987233,219.7103456,71.2024268,92.56315484,149.5250963,137.318966,148.5079188,103.7521076,62.04782907,35.90142641,75.16861154,56.09597876,111.0700379,39.26718513,53.85213961,115.5577162,41.51102428,71.80285281,10.09727618,133.5084294,31.41374811,205.6373872,67.91693524,102.8186936,55.65415526,71.69009831,67.91693524,123.5710905,106.5918567,46.22124759,83.95287828,66.97364447,31.12859532,15.84125622,21.12167495,13.72908872,11.61692122,11.61692122,87.27075335,55.27147712,35.87797638,51.39277697,54.30180208,51.39277697,38.50901877,7.487864761,7.487864761,16.04542449,3.209084898,4.278779864,3.209084898,7.487864761,10.69694966,37.43932381,11.76664463,68.46047782,29.69285568,15.32534487,15.32534487,23.94585136,33.5241919,71.83755407,64.17488163,22.9880173,22.03018325,36.39769406,24.90368541,23.94585136,33.56685835,29.49814825,8.137420206
"Endogenous","Ly6G/Ly6C","Ly6G/Ly6C",57.68705256,21.15191927,14.42176314,34.61223154,36.53513329,22.11337015,44.22674029,38.45803504,36.53513329,29.80497716,42.30383854,14.42176314,8.161076542,1,11.22148025,16.32215308,4.080538271,10.20134568,58.43774065,32.59027844,20.22844869,30.34267303,15.73323787,21.35225139,34.83788385,26.97126492,28.09506762,20.58558441,45.2882857,7.204954543,22.64414285,13.38062987,19.55630519,25.73198051,11.32207142,14.40990909,4.117116882,52.49324024,20.58558441,40.22488727,25.5084651,51.01693019,33.35722359,44.14926651,43.1681717,28.45174953,32.37612878,11.77313774,25.5084651,22.56518066,13.73532736,6.061289477,5.051074564,5.051074564,4.040859651,4.040859651,21.42282592,20.40269136,7.140941975,10.20134568,17.34228765,22.44296049,16.39518002,7.172891259,3.074096254,9.222288762,5.123493757,4.098795005,7.172891259,3.074096254,5.123493757,9.222288762,6.148192508,43.03734756,23.04901644,36.34652593,9.751506955,15.07051075,16.84351201,19.50301391,24.8220177,14.18401012,27.4815196,16.84351201,13.29750948,7.092005059,15.73323787,22.4760541,6.742816229
"Endogenous","FOXP3","FOXP3",2.213816245,4.427632489,2.213816245,2.213816245,4.427632489,4.427632489,2.213816245,4.427632489,1.106908122,1.106908122,4.427632489,2.213816245,1,2.158080188,2.158080188,1,1,2.158080188,0.954464493,0.954464493,1.908928985,2.863393478,0.954464493,3.81785797,2.863393478,1,0.954464493,6.158627394,1.026437899,3.079313697,5.132189495,1.026437899,1,2.052875798,2.052875798,6.158627394,2.052875798,3.079313697,1.026437899,1.848255925,2.772383888,0.924127963,5.544767776,1.848255925,1.848255925,1.848255925,0.924127963,1,0.924127963,0.924127963,1,1.892285576,0.946142788,0.946142788,1.892285576,1,1,1.079040094,1,3.237120283,1,2.158080188,4.187739891,5.234674864,2.093869945,9.422414755,1.046934973,4.187739891,4.187739891,1,1.046934973,3.140804918,6.281609836,5.234674864,8.576931105,2.858977035,2.858977035,4.764961725,2.858977035,0.952992345,3.81196938,1.90598469,2.858977035,4.764961725,3.81196938,1,3.81785797,1,1
"Endogenous","CD163","CD163",13.26710064,3.061638609,4.082184812,18.36983165,6.123277218,3.061638609,7.143823421,12.24655444,30.61638609,8.164369624,17.34928545,5.102731015,3.781998756,0.945499689,2.836499067,10.40049658,1.890999378,0.945499689,7.27535639,13.64129323,5.456517293,2.728258646,7.27535639,8.184775939,7.27535639,3.637678195,5.456517293,16.02594449,4.713513086,6.59891832,15.08324187,5.656215703,3.770810469,10.36972879,3.770810469,4.713513086,0.942702617,30.16648375,3.770810469,25.54325386,4.257208977,5.321511221,6.385813465,7.450115709,2.128604488,9.578720197,6.385813465,3.192906732,9.578720197,6.385813465,6.385813465,1.960859621,1,0.98042981,2.941289431,2.941289431,1.890999378,0.945499689,1.890999378,2.836499067,1.890999378,1.890999378,3.335574408,2.223716272,3.335574408,5.55929068,1,1,4.447432544,2.223716272,1,3.335574408,1,4.447432544,3.187207827,6.374415654,1.062402609,1,4.249610436,3.187207827,10.62402609,2.124805218,3.187207827,6.374415654,6.374415654,2.124805218,10.00361504,3.637678195,1.818839098
"Endogenous","Cleaved Caspase 3","Cleaved Caspase 3",2.36934413,2.36934413,1.184672065,2.36934413,1.184672065,2.36934413,5.923360324,4.738688259,14.21606478,1,4.738688259,1.184672065,3.184680461,2.123120307,1,3.184680461,1,3.184680461,5.14290268,2.057161072,8.228644287,7.200063751,1.028580536,4.114322144,2.057161072,3.085741608,2.057161072,1.029824768,5.149123842,1.029824768,5.149123842,3.089474305,2.059649537,6.17894861,1.029824768,2.059649537,1,5.149123842,3.089474305,9.984943039,3.328314346,3.328314346,2.218876231,3.328314346,5.547190577,4.437752462,1.109438115,1,2.218876231,6.656628693,1,0.917651106,0.917651106,0.917651106,1,1,6.369360921,6.369360921,3.184680461,1,3.184680461,4.246240614,0.842185959,1,0.842185959,1,1,1,1,1.684371917,0.842185959,1.684371917,0.842185959,3.368743835,0.92093191,2.762795729,2.762795729,0.92093191,1,0.92093191,3.683727639,5.525591458,1,0.92093191,2.762795729,0.92093191,1,4.114322144,1.028580536
"Endogenous","gamma-H2AX","gamma-H2AX",30.1535367,34.86502682,50.88409319,45.23030506,23.55745055,29.21123868,43.34570901,31.09583473,112.1334646,31.09583473,16.9613644,0.942298022,0.923360232,5.540161393,6.463521625,12.00368302,4.616801161,0.923360232,33.78293897,17.32458409,36.38162659,15.59212568,14.72589648,32.05048056,5.197375227,12.12720886,14.72589648,5.692343304,12.33341049,14.23085826,6.641067188,6.641067188,4.74361942,15.17958214,2.846171652,5.692343304,6.641067188,19.92320156,12.33341049,13.5984653,15.86487619,9.065643535,7.932438093,7.932438093,20.39769795,7.932438093,6.799232651,7.932438093,12.46525986,30.59654693,2.266410884,2.849513236,3.799350982,1.899675491,0.949837745,1.899675491,17.54384441,72.02209811,19.39056488,13.85040348,31.39424789,32.31760813,19.50380654,8.030979162,2.294565475,1.147282737,1.147282737,1,1.147282737,4.58913095,1,3.441848212,4.58913095,18.3565238,12.00606237,1.200606237,4.802424949,15.60788108,10.80545613,9.604849897,19.20969979,8.40424366,10.80545613,4.802424949,7.203637423,1.200606237,9.528521249,2.598687613,1
"Endogenous","p53","p53",11.15874588,12.17317732,3.043294331,15.21647165,11.15874588,3.043294331,12.17317732,15.21647165,12.17317732,4.057725774,17.24533454,4.057725774,3.995659258,1,1.997829629,9.989148144,0.998914814,7.991318515,10.53601612,17.56002686,7.024010745,7.024010745,4.68267383,5.853342288,18.73069532,14.04802149,7.024010745,5.656317567,7.541756756,5.656317567,8.48447635,3.770878378,6.599037161,7.541756756,0.942719594,4.713597972,1.885439189,13.19807432,6.599037161,12.27104487,5.112935363,8.18069658,9.203283653,12.27104487,9.203283653,10.22587073,6.135522435,3.067761218,8.18069658,3.067761218,6.135522435,1,0.985537191,1,0.985537191,0.985537191,7.991318515,1.997829629,0.998914814,1.997829629,1,2.996744443,5.111865381,9.201357687,6.134238458,9.201357687,7.156611534,3.067119229,5.111865381,4.089492305,3.067119229,5.111865381,3.067119229,10.22373076,7.1170416,10.6755624,4.448151,2.6688906,6.2274114,7.1170416,14.2340832,7.1170416,12.4548228,3.5585208,7.1170416,8.0066718,14.04802149,10.53601612,4.68267383
"Endogenous","BAD","BAD",832.0044496,725.8462055,605.8787589,1360.206445,1101.283898,548.9157987,1150.479182,1105.599274,1025.333284,535.9696714,2261.256907,488.5005378,609.2398991,255.3884425,216.4134995,418.4678094,86.15513724,180.5155256,1112.853385,491.6806296,1170.297261,1134.273136,365.1093784,571.5178804,812.9768827,1031.068885,888.9196334,600.1016439,1170.738395,295.6310881,608.9411116,493.0458678,644.2989826,524.4750865,254.3802386,370.2754824,165.9855611,1319.045021,415.4549842,840.975632,861.7555531,825.085104,618.508241,668.6245214,789.6370033,1252.90701,746.8548127,309.2541205,562.2802191,420.487816,235.9132223,196.3147123,212.594469,158.0094026,141.729646,126.4075221,774.3705788,623.5990886,321.0304519,266.6706629,310.7738879,322.0561083,448.8081034,107.3236769,112.7440646,162.6116317,102.9873667,68.2968853,122.5007625,201.6384233,170.2001745,245.0015251,234.1607496,837.9919419,382.1950943,182.8312411,217.8414787,437.6279706,580.586441,306.3395794,586.4214806,417.205332,420.1228518,408.4527726,230.4840645,116.7007922,321.296253,296.9556278,148.9646264
"Endogenous","p21","p21",22.28077315,18.93865718,13.36846389,32.30712106,11.14038657,22.28077315,56.81597153,31.19308241,57.93001018,16.71057986,42.33346898,8.912309259,5.319930993,2.127972397,2.127972397,12.76783438,2.127972397,3.191958596,27.49476836,16.29319606,12.21989705,23.42146934,7.128273278,13.2382218,17.31152082,17.31152082,10.18324754,10.82562616,11.80977399,0.984147832,3.936591329,4.920739162,5.904886994,6.889034826,7.873182659,8.857330491,2.952443497,16.73051315,5.904886994,20.40842477,10.64787379,15.97181069,8.87322816,15.97181069,8.87322816,13.30984224,20.40842477,9.760550976,8.87322816,19.52110195,4.43661408,2.793848528,5.587697056,1.862565685,5.587697056,3.72513137,11.70384818,11.70384818,6.383917191,4.255944794,7.44790339,8.511889588,15.15451701,4.041204535,2.020602268,7.072107937,5.051505669,3.030903401,2.020602268,6.061806803,5.051505669,12.12361361,11.11331247,18.18542041,8.252664731,6.189498548,1.031583091,10.31583091,6.189498548,6.189498548,12.3789971,6.189498548,6.189498548,4.126332366,8.252664731,1.031583091,5.09162377,5.09162377,4.073299016
"Endogenous","BCLXL","BCLXL",215.3130713,231.5194315,145.8572419,280.1385121,233.8346258,151.6452276,267.4049434,241.9378059,284.7689008,152.8028248,422.5229625,100.7109527,102.7811959,48.4816962,46.54242835,123.1435083,16.48377671,40.72462481,361.1235647,189.7207133,368.974077,294.3942104,98.13140346,219.8143437,249.9079741,344.1141214,248.5995554,135.479808,250.0399398,79.69400472,171.3421101,91.64810543,181.3038607,140.4606833,68.73607907,95.63280566,43.8317026,327.7415944,84.67488001,212.085946,246.6750703,264.8798725,126.5233755,134.7155365,155.6510591,289.4563555,172.9456212,74.63968917,160.2022597,99.21617218,33.67888414,39.42050903,58.65002563,42.30493652,26.92132324,31.72870239,210.4105615,155.1414278,67.87437468,90.17595493,85.32778531,91.14558885,98.29328315,27.59109702,28.45331881,45.69775445,27.59109702,15.51999208,23.27998811,37.07553663,21.55554455,54.31997227,43.1110891,208.6576713,82.35892385,58.13571095,43.60178321,94.95499455,138.5567778,73.6385672,150.18392,101.7374942,106.5821367,96.89285158,40.69499767,25.19214141,83.73879762,91.58930989,51.0283298
"Endogenous","Perforin","Perforin",4.705662071,1.882264828,1,4.705662071,4.705662071,9.411324142,16.94038346,12.23472138,10.35245656,6.587926899,8.470191728,1.882264828,2.882722304,1.921814869,1.921814869,5.765444607,0.960907435,0.960907435,2.765494026,7.374650736,6.452819394,10.14014476,7.374650736,5.530988052,6.452819394,5.530988052,6.452819394,1,2.908881588,0.969627196,1.939254392,1.939254392,1.939254392,1.939254392,1.939254392,1.939254392,0.969627196,4.84813598,4.84813598,4.678341683,1.169585421,3.508756262,3.508756262,7.017512525,3.508756262,7.017512525,1.169585421,4.678341683,1.169585421,3.508756262,1.169585421,2.153699283,1,1,1,1.076849641,3.843629738,5.765444607,2.882722304,0.960907435,2.882722304,1.921814869,4.697628563,1,1.879051425,0.939525713,1,0.939525713,0.939525713,2.818577138,0.939525713,1,1,5.637154276,1.078603579,1,2.157207157,3.235810736,5.393017893,7.55022505,2.157207157,2.157207157,1,1,1.078603579,1,6.452819394,1.843662684,0.921831342
"Endogenous","PARP","PARP",52.31223035,21.71451071,14.80534821,41.454975,20.7274875,19.74046428,38.49390535,33.55878928,33.55878928,21.71451071,23.68855714,6.9091625,14.20407845,4.734692815,3.787754252,17.04489414,4.734692815,7.575508505,21.88944772,10.94472386,36.11758874,32.83417158,20.79497533,19.70050295,24.07839249,21.88944772,15.3226134,14.11162909,21.7101986,10.8550993,9.769589369,19.53917874,15.19713902,13.02611916,9.769589369,8.684079439,7.598569509,43.42039719,11.94060923,25.14479408,24.13900232,15.08687645,19.1100435,14.08108469,25.14479408,29.16796114,15.08687645,11.0637094,18.10425174,13.07529292,10.05791763,6.707339055,14.3728694,4.790956468,9.581912936,5.749147762,18.93877126,21.77958695,5.681631379,11.36326276,13.25713988,10.41632419,17.98286799,0.8991434,0.8991434,3.596573598,2.697430199,0.8991434,4.495716998,3.596573598,0.8991434,8.092290596,4.495716998,17.98286799,11.67760562,8.492804088,12.73920613,18.04720869,25.47841226,22.29361073,28.6632138,9.554404599,24.41681175,18.04720869,11.67760562,4.246402044,15.3226134,6.566834316,6.566834316
"Endogenous","BIM","BIM",39.95985251,37.29586234,31.07988528,39.95985251,47.06382628,31.967882,56.83179023,53.27980334,96.79164273,21.31192134,29.30389184,7.103973779,9.125873789,2.027971953,3.04195793,9.125873789,2.027971953,4.055943906,38.95828109,11.40242373,50.36070482,27.55585735,19.00403955,43.70929098,21.85464549,21.85464549,21.85464549,20.82753312,23.66765127,12.30717866,17.04070891,8.520354457,16.09400286,12.30717866,1.893412102,5.680236305,4.733530254,32.18800573,2.840118152,22.39517632,22.39517632,21.37721376,12.21555072,11.19758816,12.21555072,15.2694384,12.21555072,5.089812799,41.73646495,31.55683935,5.089812799,1.407237053,2.814474107,5.628948214,1.407237053,4.22171116,52.72727078,39.54545309,18.25174758,30.4195793,21.29370551,15.20978965,21.03569832,4.00679968,4.00679968,4.00679968,1.00169992,4.00679968,1.00169992,3.00509976,1.00169992,4.00679968,3.00509976,17.02889864,7.406689556,7.406689556,1.851672389,7.406689556,14.81337911,11.11003433,12.03587053,12.03587053,7.406689556,6.480853362,7.406689556,7.406689556,6.651413844,5.701211866,2.850605933
"Endogenous","AhR","AhR",70.33749738,88.3507589,71.19527174,97.78627684,44.60426663,77.19969224,166.4082255,153.5416101,180.9903896,84.06188711,150.9682871,15.43993845,18.8139894,13.79692556,27.59385112,95.32421296,11.28839364,15.05119152,158.4517341,84.57896617,97.42640407,118.8388006,71.73152827,94.21454459,141.3218169,140.2511971,89.93206529,43.67030291,75.69519171,36.87714468,117.4245923,49.49300997,50.46346114,87.34060582,52.40436349,57.25661937,23.29082822,146.5381275,47.55210761,116.6980068,73.43926292,94.56562622,55.33095151,60.36103802,87.52350512,110.661903,75.45129752,55.33095151,109.6558857,68.40917642,30.18051901,10.15538042,25.38845105,26.40398909,13.20199454,22.34183692,102.8498087,116.6467343,45.15357456,55.18770224,81.5272874,71.49315972,75.04492246,17.71894003,6.253743539,26.05726474,15.63435885,7.296034129,9.380615308,7.296034129,8.338324718,15.63435885,12.50748708,86.51011895,23.9067463,8.85435048,16.82326591,47.81349259,54.89697298,74.37654403,77.03284918,34.53196687,40.73001221,42.50088231,47.81349259,26.56305144,50.31913177,41.75417317,21.4123965
"Endogenous","Pmel17","Pmel17",6.624369234,10.40972308,8.517046158,15.14141539,3.785353848,6.624369234,12.30240001,12.30240001,11.35606154,14.19507693,12.30240001,2.839015386,2.004088117,1,2.004088117,7.01430841,1.002044059,2.004088117,8.322110415,4.623394675,5.54807361,4.623394675,2.774036805,3.69871574,4.623394675,7.39743148,7.39743148,3.591361606,1.197120535,4.788482141,4.788482141,5.985602676,2.394241071,1.197120535,1.197120535,5.985602676,1.197120535,7.182723212,4.788482141,9.191375789,6.433963052,5.514825473,12.8679261,4.595687894,2.757412737,2.757412737,2.757412737,3.676550316,2.757412737,5.514825473,3.676550316,3.231723719,3.231723719,1.07724124,2.154482479,1.07724124,7.01430841,1.002044059,1,2.004088117,2.004088117,2.004088117,5.397913336,3.598608891,1,1.799304445,2.698956668,0.899652223,3.598608891,1.799304445,2.698956668,2.698956668,2.698956668,6.297565559,2.232282414,2.232282414,2.232282414,2.232282414,2.232282414,1.116141207,3.348423621,4.464564828,5.580706035,1.116141207,1.116141207,1.116141207,3.69871574,5.54807361,0.924678935
"Endogenous","Her2","Her2",15.52459211,12.61373109,10.67315707,15.52459211,6.792009048,4.851435034,11.64344408,11.64344408,9.702870068,14.5543051,26.19774918,3.881148027,2.094115738,2.094115738,7.329405083,14.65881017,2.094115738,1.047057869,18.32849695,17.25035007,7.547028155,11.85961567,2.156293759,11.85961567,18.32849695,14.01590943,7.547028155,4.864581001,4.864581001,6.810413401,10.7020782,5.837497201,3.891664801,18.4854078,4.864581001,9.729162002,2.9187486,17.5124916,4.864581001,14.78417037,10.84172494,14.78417037,7.884890865,2.956834074,13.79855901,11.8273363,13.79855901,8.870502223,11.8273363,2.956834074,4.92805679,3.69844391,5.547665865,4.623054888,2.773832933,3.69844391,5.235289345,8.376462952,1.047057869,7.329405083,5.235289345,5.235289345,2.050505277,1.025252639,2.050505277,1.025252639,2.050505277,1,1,1,1,5.126263193,2.050505277,9.227273748,8.176728266,2.044182066,6.132546199,7.154637232,7.154637232,7.154637232,21.4639117,7.154637232,7.154637232,7.154637232,12.2650924,4.088364133,11.85961567,12.93776255,1.078146879
"Endogenous","GFP","GFP",9.693578797,10.90527615,10.90527615,32.71582844,6.058486748,14.5403682,33.92752579,38.77431519,24.23394699,7.270184098,71.49014363,9.693578797,10.45032233,10.45032233,4.354300971,7.837741748,6.09602136,3.483440777,11.19869974,8.399024806,12.13192472,25.19707442,4.666124892,3.732899914,18.66449957,15.86482463,19.59772455,10.72821965,2.14564393,2.14564393,16.09232947,10.72821965,10.72821965,15.01950751,3.218465894,3.218465894,2.14564393,22.52926126,13.94668554,10.8490258,13.25992042,21.69805159,27.72528815,16.87626235,22.9034989,20.49260428,6.027236554,14.46536773,7.232683865,2.410894622,4.821789243,16.03001536,8.905564088,4.452782044,13.35834613,3.562225635,5.225161165,11.32118252,3.483440777,0.870860194,1,3.483440777,16.193089,2.857603941,6.667742528,10.47788112,7.620277175,3.810138587,8.572811822,8.572811822,4.762673234,6.667742528,6.667742528,36.19631658,15.76313707,1.970392134,9.851960671,25.61509775,24.62990168,6.89637247,13.79274494,20.68911741,31.52627415,11.82235281,3.940784269,4.925980336,10.26547476,8.399024806,14.93159966
